	"Can_5_hg38.genes.results"	"Can_6_hg38.genes.results"	"CTR_1_hg38.genes.results"	"CTR_2_hg38.genes.results"
"ENSG00000124334_IL9R"	0.00	0.00	0.00	0.00
"ENSG00000124343_XG"	24.00	13.00	19.00	23.00
"ENSG00000124356_STAMBP"	331.00	296.00	322.00	371.00
"ENSG00000124357_NAGK"	848.00	672.00	749.00	875.00
"ENSG00000124370_MCEE"	41.00	48.00	39.00	45.00
"ENSG00000124374_PAIP2B"	11.00	14.00	21.00	26.00
"ENSG00000124380_SNRNP27"	112.96	169.00	158.00	180.00
"ENSG00000124383_MPHOSPH10"	411.00	364.00	402.00	418.00
"ENSG00000124391_IL17C"	0.00	2.00	0.00	0.00
"ENSG00000124399_NDUFB4P12"	0.00	0.00	0.00	0.00
"ENSG00000124406_ATP8A1"	77.00	102.00	140.00	137.00
"ENSG00000124422_USP22"	3339.00	3224.00	2786.00	3713.00
"ENSG00000124429_POF1B"	0.00	2.00	3.00	1.00
"ENSG00000124440_HIF3A"	59.00	78.00	65.00	69.00
"ENSG00000124444_ZNF576"	132.00	120.34	119.75	135.00
"ENSG00000124449_IRGC"	0.00	0.00	0.00	0.00
"ENSG00000124459_ZNF45"	160.00	176.00	180.00	190.00
"ENSG00000124466_LYPD3"	0.00	0.00	0.00	2.00
"ENSG00000124467_PSG8"	0.00	0.00	0.00	0.00
"ENSG00000124469_CEACAM8"	0.00	0.00	0.00	0.00
"ENSG00000124479_NDP"	2.00	3.00	5.00	4.00
"ENSG00000124486_USP9X"	1434.00	1519.00	1491.00	1854.00
"ENSG00000124490_CRISP2"	0.00	0.00	0.00	0.00
"ENSG00000124491_F13A1"	0.00	0.00	0.00	0.00
"ENSG00000124493_GRM4"	0.00	0.00	0.00	0.00
"ENSG00000124496_TRERF1"	6.00	6.00	4.00	7.00
"ENSG00000124507_PACSIN1"	1.00	0.00	1.00	1.00
"ENSG00000124508_BTN2A2"	180.00	126.00	149.00	167.00
"ENSG00000124523_SIRT5"	135.00	99.00	108.00	113.00
"ENSG00000124532_MRS2"	360.00	342.00	356.00	372.00
"ENSG00000124535_WRNIP1"	486.00	503.00	399.00	536.00
"ENSG00000124541_RRP36"	575.00	469.00	491.00	576.00
"ENSG00000124549_BTN2A3P"	69.00	43.00	69.00	66.00
"ENSG00000124557_BTN1A1"	0.00	0.00	0.00	1.00
"ENSG00000124562_SNRPC"	688.00	710.00	693.00	773.00
"ENSG00000124564_SLC17A3"	0.00	0.00	0.00	0.00
"ENSG00000124568_SLC17A1"	0.00	0.00	0.00	0.00
"ENSG00000124570_SERPINB6"	1509.00	1456.00	1508.00	1797.00
"ENSG00000124571_XPO5"	818.00	639.00	681.00	773.00
"ENSG00000124574_ABCC10"	457.00	335.00	395.00	423.00
"ENSG00000124575_HIST1H1D"	0.00	0.00	0.00	0.00
"ENSG00000124587_PEX6"	611.00	518.00	460.00	611.00
"ENSG00000124588_NQO2"	238.00	231.00	239.00	269.00
"ENSG00000124593_AL365205.1"	163.29	136.07	166.90	170.34
"ENSG00000124596_OARD1"	126.00	114.00	162.00	155.00
"ENSG00000124602_UNC5CL"	0.00	0.00	0.00	1.00
"ENSG00000124608_AARS2"	216.00	199.00	174.00	237.00
"ENSG00000124610_HIST1H1A"	0.00	0.00	0.00	0.00
"ENSG00000124613_ZNF391"	5.00	16.00	13.00	17.00
"ENSG00000124614_RPS10"	5962.41	6476.80	6057.68	7430.34
"ENSG00000124615_MOCS1"	179.00	183.00	184.00	197.00
"ENSG00000124635_HIST1H2BJ"	4.00	6.00	7.00	7.00
"ENSG00000124641_MED20"	267.00	292.00	278.00	331.00
"ENSG00000124657_OR2B6"	0.00	0.00	0.00	0.00
"ENSG00000124659_TBCC"	199.00	188.00	163.00	202.00
"ENSG00000124664_SPDEF"	0.00	1.00	0.00	0.00
"ENSG00000124678_TCP11"	7.00	7.00	4.00	3.00
"ENSG00000124688_MAD2L1BP"	265.00	228.00	234.00	332.00
"ENSG00000124701_APOBEC2"	0.00	1.00	0.00	1.00
"ENSG00000124702_KLHDC3"	971.00	889.00	849.00	1127.00
"ENSG00000124713_GNMT"	1.00	0.00	1.00	0.00
"ENSG00000124721_DNAH8"	1.00	4.00	2.00	4.00
"ENSG00000124731_TREM1"	0.00	0.00	0.00	0.00
"ENSG00000124733_MEA1"	299.00	355.00	353.00	394.00
"ENSG00000124743_KLHL31"	1.00	0.00	0.00	0.00
"ENSG00000124749_COL21A1"	13.00	20.00	20.00	16.00
"ENSG00000124762_CDKN1A"	5569.00	4479.00	4640.00	5594.00
"ENSG00000124766_SOX4"	1414.00	1537.00	1331.00	1736.00
"ENSG00000124767_GLO1"	761.00	888.00	874.00	851.00
"ENSG00000124772_CPNE5"	75.00	68.00	68.00	69.00
"ENSG00000124780_KCNK17"	0.00	0.00	0.00	0.00
"ENSG00000124782_RREB1"	445.00	450.00	418.00	563.00
"ENSG00000124783_SSR1"	2928.00	2345.00	2603.00	2735.00
"ENSG00000124784_RIOK1"	280.00	248.00	246.00	260.00
"ENSG00000124785_NRN1"	28.00	20.00	28.00	29.00
"ENSG00000124786_SLC35B3"	257.00	212.00	230.00	250.00
"ENSG00000124787_RPP40"	124.00	140.00	148.00	131.00
"ENSG00000124788_ATXN1"	378.00	356.00	333.00	450.00
"ENSG00000124789_NUP153"	864.00	840.00	804.00	961.00
"ENSG00000124795_DEK"	1555.00	1634.00	1753.00	1790.00
"ENSG00000124802_EEF1E1"	313.76	312.00	353.00	336.00
"ENSG00000124812_CRISP1"	0.00	0.00	0.00	0.00
"ENSG00000124813_RUNX2"	0.00	0.00	0.00	0.00
"ENSG00000124818_OPN5"	0.00	0.00	0.00	1.00
"ENSG00000124827_GCM2"	0.00	0.00	0.00	0.00
"ENSG00000124831_LRRFIP1"	1223.76	1296.97	1331.76	1429.76
"ENSG00000124835_AC105760.1"	0.00	0.00	0.00	0.00
"ENSG00000124839_RAB17"	6.00	6.00	6.00	14.00
"ENSG00000124875_CXCL6"	614.00	235.00	453.00	603.00
"ENSG00000124882_EREG"	4.00	2.00	3.00	4.00
"ENSG00000124900_TRIM51"	0.00	0.00	0.00	0.00
"ENSG00000124915_DKFZP434K028"	9.00	9.00	8.00	8.00
"ENSG00000124920_MYRF"	21.00	11.00	15.00	28.00
"ENSG00000124935_SCGB1D2"	0.00	0.00	0.00	0.00
"ENSG00000124939_SCGB2A1"	0.00	0.00	0.00	0.00
"ENSG00000124942_AHNAK"	10286.00	12137.00	14092.00	15785.00
"ENSG00000125037_EMC3"	724.00	568.00	707.00	798.00
"ENSG00000125046_SSUH2"	0.00	0.00	0.00	0.00
"ENSG00000125084_WNT1"	0.00	0.00	0.00	0.00
"ENSG00000125089_SH3TC1"	1341.00	1442.00	1124.00	1576.00
"ENSG00000125107_CNOT1"	2247.00	2234.00	2298.00	2685.00
"ENSG00000125122_LRRC29"	25.00	26.00	19.00	31.00
"ENSG00000125124_BBS2"	414.00	360.00	488.00	483.00
"ENSG00000125144_MT1G"	4.00	27.00	29.00	86.00
"ENSG00000125148_MT2A"	8168.06	5995.00	5604.00	7356.00
"ENSG00000125149_C16orf70"	257.00	220.00	207.00	228.00
"ENSG00000125166_GOT2"	2048.00	1866.00	1802.00	2175.00
"ENSG00000125170_DOK4"	230.00	246.00	227.00	266.00
"ENSG00000125207_PIWIL1"	0.00	0.00	0.00	0.00
"ENSG00000125245_GPR18"	0.00	0.00	0.00	0.00
"ENSG00000125246_CLYBL"	8.00	14.00	17.00	14.00
"ENSG00000125247_TMTC4"	351.00	361.00	384.00	414.00
"ENSG00000125249_RAP2A"	861.00	811.00	796.00	969.00
"ENSG00000125255_SLC10A2"	0.00	0.00	0.00	0.00
"ENSG00000125257_ABCC4"	440.00	469.00	458.00	476.00
"ENSG00000125266_EFNB2"	387.00	453.00	442.00	513.00
"ENSG00000125285_SOX21"	0.00	0.00	1.00	0.00
"ENSG00000125304_TM9SF2"	2406.00	2144.00	2387.00	2537.00
"ENSG00000125319_C17orf53"	39.00	37.00	51.00	37.00
"ENSG00000125337_KIF25"	1.00	0.00	0.00	0.00
"ENSG00000125347_IRF1"	349.00	258.00	278.00	341.00
"ENSG00000125351_UPF3B"	185.00	177.00	232.00	239.00
"ENSG00000125352_RNF113A"	113.00	126.00	107.00	136.00
"ENSG00000125354_SEPT6"	423.00	467.00	452.00	494.00
"ENSG00000125355_TMEM255A"	0.00	0.00	0.00	0.00
"ENSG00000125356_NDUFA1"	644.00	581.00	675.00	722.00
"ENSG00000125363_AMELX"	0.00	0.00	0.00	0.00
"ENSG00000125375_ATP5S"	163.00	150.00	128.00	174.00
"ENSG00000125378_BMP4"	884.00	1404.00	1170.00	1240.00
"ENSG00000125384_PTGER2"	0.00	0.00	0.00	0.00
"ENSG00000125385_AL161781.1"	0.00	0.00	0.00	0.00
"ENSG00000125386_FAM193A"	410.21	398.00	392.98	473.00
"ENSG00000125388_GRK4"	52.00	44.00	45.00	63.00
"ENSG00000125398_SOX9"	0.00	0.00	0.00	0.00
"ENSG00000125409_TEKT3"	0.00	0.00	0.00	0.00
"ENSG00000125414_MYH2"	0.00	0.00	0.00	0.00
"ENSG00000125430_HS3ST3B1"	1.00	1.00	1.00	0.00
"ENSG00000125434_SLC25A35"	51.00	63.00	71.00	89.00
"ENSG00000125445_MRPS7"	526.00	465.00	524.00	644.00
"ENSG00000125447_GGA3"	554.00	460.00	462.00	532.00
"ENSG00000125449_ARMC7"	131.00	128.00	100.00	143.00
"ENSG00000125450_NUP85"	439.00	359.00	402.00	398.00
"ENSG00000125454_SLC25A19"	127.00	99.00	92.00	96.00
"ENSG00000125457_MIF4GD"	116.00	144.00	124.00	125.00
"ENSG00000125458_NT5C"	127.00	131.00	113.00	165.00
"ENSG00000125459_MSTO1"	356.94	337.89	383.05	398.99
"ENSG00000125462_C1orf61"	0.00	0.00	0.00	2.00
"ENSG00000125482_TTF1"	146.00	141.00	154.00	174.00
"ENSG00000125484_GTF3C4"	512.00	584.00	549.00	649.00
"ENSG00000125485_DDX31"	183.00	164.00	150.00	199.00
"ENSG00000125492_BARHL1"	0.00	0.00	0.00	0.00
"ENSG00000125498_KIR2DL1"	0.00	0.00	0.00	0.00
"ENSG00000125503_PPP1R12C"	1157.00	963.00	937.00	1072.00
"ENSG00000125505_MBOAT7"	2159.00	1908.00	1732.00	2214.00
"ENSG00000125508_SRMS"	0.00	0.00	0.00	0.00
"ENSG00000125510_OPRL1"	23.00	39.00	24.00	45.00
"ENSG00000125514_LINC00029"	0.00	0.00	0.00	0.00
"ENSG00000125520_SLC2A4RG"	426.00	486.00	345.00	520.00
"ENSG00000125522_NPBWR2"	0.00	0.00	0.00	0.00
"ENSG00000125531_FNDC11"	10.00	7.00	15.00	23.00
"ENSG00000125533_BHLHE23"	0.00	0.00	0.00	0.00
"ENSG00000125534_PPDPF"	1055.00	1107.00	859.00	1120.00
"ENSG00000125538_IL1B"	67.00	7.00	14.00	36.00
"ENSG00000125551_PLGLB2"	2.12	3.44	8.76	6.00
"ENSG00000125571_IL37"	0.00	1.00	0.00	0.00
"ENSG00000125611_CHCHD5"	95.00	73.00	85.00	99.00
"ENSG00000125618_PAX8"	12.00	10.00	8.00	12.00
"ENSG00000125629_INSIG2"	377.00	390.00	392.00	419.00
"ENSG00000125630_POLR1B"	446.00	392.00	412.00	400.00
"ENSG00000125631_HTR5BP"	0.00	0.00	1.00	0.00
"ENSG00000125633_CCDC93"	773.00	606.00	671.00	822.00
"ENSG00000125637_PSD4"	6.00	1.00	2.00	4.00
"ENSG00000125648_SLC25A23"	521.00	558.00	441.00	606.00
"ENSG00000125650_PSPN"	9.00	19.00	11.00	16.00
"ENSG00000125651_GTF2F1"	826.00	820.00	772.00	969.00
"ENSG00000125652_ALKBH7"	167.00	220.00	180.00	239.00
"ENSG00000125656_CLPP"	583.00	561.00	469.00	663.00
"ENSG00000125657_TNFSF9"	17.00	15.00	12.00	22.00
"ENSG00000125675_GRIA3"	0.00	0.00	0.00	1.00
"ENSG00000125676_THOC2"	691.00	630.00	731.00	782.00
"ENSG00000125686_MED1"	894.00	818.00	862.00	953.00
"ENSG00000125691_RPL23"	5563.00	5572.00	6208.00	6854.00
"ENSG00000125695_AC046185.1"	0.00	0.00	0.00	0.00
"ENSG00000125703_ATG4C"	132.00	126.00	147.00	161.00
"ENSG00000125726_CD70"	1.00	2.00	0.00	4.00
"ENSG00000125730_C3"	338.00	23.00	79.00	292.00
"ENSG00000125731_SH2D3A"	19.00	5.00	10.00	8.00
"ENSG00000125733_TRIP10"	882.00	722.00	785.00	904.00
"ENSG00000125734_GPR108"	695.00	540.00	579.00	703.00
"ENSG00000125735_TNFSF14"	0.00	1.00	0.00	0.00
"ENSG00000125740_FOSB"	6.00	7.00	18.00	35.00
"ENSG00000125741_OPA3"	449.00	400.00	368.00	483.00
"ENSG00000125743_SNRPD2"	1193.00	1124.00	1283.00	1366.00
"ENSG00000125744_RTN2"	87.00	80.00	69.00	117.00
"ENSG00000125746_EML2"	348.00	246.00	255.00	308.00
"ENSG00000125753_VASP"	1707.00	1647.00	1532.00	1741.00
"ENSG00000125755_SYMPK"	1174.00	1065.00	1009.00	1302.00
"ENSG00000125772_GPCPD1"	165.00	157.00	185.00	197.00
"ENSG00000125775_SDCBP2"	24.75	29.93	25.00	25.45
"ENSG00000125779_PANK2"	290.00	299.00	332.00	339.00
"ENSG00000125780_TGM3"	0.00	0.00	0.00	0.00
"ENSG00000125787_GNRH2"	0.00	0.00	0.00	0.00
"ENSG00000125788_DEFB126"	0.00	0.00	0.00	0.00
"ENSG00000125798_FOXA2"	0.00	0.00	0.00	0.00
"ENSG00000125804_FAM182A"	0.00	0.00	0.00	0.00
"ENSG00000125810_CD93"	13587.00	11889.00	13091.00	15991.00
"ENSG00000125812_GZF1"	173.00	164.00	165.00	197.00
"ENSG00000125813_PAX1"	0.00	0.00	0.00	1.00
"ENSG00000125814_NAPB"	129.00	96.00	129.00	126.00
"ENSG00000125815_CST8"	0.00	0.00	0.00	0.00
"ENSG00000125816_NKX2-4"	0.00	0.00	0.00	0.00
"ENSG00000125817_CENPB"	1054.00	939.00	799.00	1039.00
"ENSG00000125818_PSMF1"	1200.00	1058.00	1076.00	1227.00
"ENSG00000125820_NKX2-2"	0.00	1.00	0.00	0.00
"ENSG00000125821_DTD1"	494.00	468.00	429.00	592.00
"ENSG00000125823_CSTL1"	0.00	0.00	0.00	0.00
"ENSG00000125826_RBCK1"	1052.00	991.00	908.00	1100.00
"ENSG00000125827_TMX4"	732.00	587.00	583.00	775.00
"ENSG00000125831_CST11"	0.00	0.00	0.00	0.00
"ENSG00000125834_STK35"	400.00	377.00	286.00	418.00
"ENSG00000125835_SNRPB"	1651.48	1589.66	1445.00	1760.37
"ENSG00000125841_NRSN2"	395.00	426.00	347.00	481.00
"ENSG00000125843_AP5S1"	189.00	174.00	170.88	162.00
"ENSG00000125844_RRBP1"	2884.00	2662.00	2585.00	3275.00
"ENSG00000125845_BMP2"	162.00	181.00	147.00	201.00
"ENSG00000125846_ZNF133"	117.00	89.00	91.00	124.00
"ENSG00000125848_FLRT3"	7.00	4.00	4.00	3.00
"ENSG00000125850_OVOL2"	0.00	0.00	0.00	0.00
"ENSG00000125851_PCSK2"	0.00	0.00	0.00	0.00
"ENSG00000125861_GFRA4"	0.00	0.00	0.00	0.00
"ENSG00000125863_MKKS"	412.00	394.00	415.00	445.00
"ENSG00000125864_BFSP1"	68.00	77.00	66.00	80.00
"ENSG00000125868_DSTN"	3092.00	2967.00	3121.00	3335.00
"ENSG00000125869_LAMP5"	0.00	0.00	0.00	0.00
"ENSG00000125870_SNRPB2"	666.00	621.00	689.00	680.00
"ENSG00000125871_MGME1"	280.00	272.00	314.00	310.00
"ENSG00000125872_LRRN4"	0.00	0.00	1.00	4.00
"ENSG00000125875_TBC1D20"	788.00	639.00	701.00	800.00
"ENSG00000125877_ITPA"	342.00	300.00	336.00	384.00
"ENSG00000125878_TCF15"	16.00	24.00	22.00	24.00
"ENSG00000125879_OTOR"	0.00	0.00	0.00	0.00
"ENSG00000125885_MCM8"	143.00	131.00	169.00	171.00
"ENSG00000125888_BANF2"	0.00	0.00	0.00	0.00
"ENSG00000125895_TMEM74B"	11.00	4.00	7.00	6.00
"ENSG00000125898_FAM110A"	54.00	65.00	39.00	59.00
"ENSG00000125899_C20orf187"	0.00	0.00	0.00	0.00
"ENSG00000125900_SIRPD"	0.00	0.00	0.00	1.00
"ENSG00000125901_MRPS26"	264.00	270.00	244.00	318.00
"ENSG00000125903_DEFB129"	0.00	0.00	0.00	0.00
"ENSG00000125910_S1PR4"	2.00	6.00	5.00	5.00
"ENSG00000125912_NCLN"	1346.00	1116.00	897.00	1208.00
"ENSG00000125931_CITED1"	1.00	0.00	2.00	1.00
"ENSG00000125944_HNRNPR"	1844.00	1723.00	1858.00	2020.00
"ENSG00000125945_ZNF436"	213.00	257.00	271.00	291.00
"ENSG00000125952_MAX"	806.00	618.00	668.00	825.00
"ENSG00000125954_CHURC1-FNTB"	9.18	0.00	5.43	0.22
"ENSG00000125962_ARMCX5"	146.96	119.17	157.80	142.16
"ENSG00000125965_GDF5"	44.00	41.00	38.00	41.00
"ENSG00000125966_MMP24"	105.00	97.00	96.00	107.00
"ENSG00000125967_NECAB3"	125.00	106.00	129.00	122.00
"ENSG00000125968_ID1"	363.00	495.00	356.00	436.00
"ENSG00000125970_RALY"	1488.00	1533.00	1377.00	1747.00
"ENSG00000125971_DYNLRB1"	753.00	645.00	680.00	799.00
"ENSG00000125975_C20orf173"	0.00	0.00	0.00	0.00
"ENSG00000125977_EIF2S2"	2332.64	2113.65	2293.50	2511.19
"ENSG00000125991_ERGIC3"	1696.00	1678.00	1743.00	1973.00
"ENSG00000125995_ROMO1"	311.00	304.00	260.00	317.00
"ENSG00000125997_BPIFB9P"	0.00	0.00	0.00	0.00
"ENSG00000125998_FAM83C"	0.00	0.00	0.00	0.00
"ENSG00000125999_BPIFB1"	0.00	0.00	0.00	0.00
"ENSG00000126001_CEP250"	599.00	496.00	541.00	611.00
"ENSG00000126003_PLAGL2"	229.00	236.00	204.00	268.00
"ENSG00000126005_MMP24-AS1"	328.00	315.00	262.00	320.00
"ENSG00000126010_GRPR"	2.00	0.00	0.00	1.00
"ENSG00000126012_KDM5C"	1233.00	1021.00	1094.00	1277.00
"ENSG00000126016_AMOT"	62.00	46.00	62.00	72.00
"ENSG00000126062_TMEM115"	363.00	386.00	327.00	449.00
"ENSG00000126067_PSMB2"	1567.00	1351.00	1381.00	1552.00
"ENSG00000126070_AGO3"	221.00	182.00	185.00	264.00
"ENSG00000126088_UROD"	1487.00	1240.00	1196.00	1495.00
"ENSG00000126091_ST3GAL3"	163.00	125.00	133.00	166.00
"ENSG00000126106_TMEM53"	39.00	47.00	34.00	56.00
"ENSG00000126107_HECTD3"	1252.00	1050.00	963.00	1283.00
"ENSG00000126214_KLC1"	1422.50	1198.22	1248.29	1500.25
"ENSG00000126215_XRCC3"	117.00	106.00	103.00	144.00
"ENSG00000126216_TUBGCP3"	321.00	352.00	301.00	373.00
"ENSG00000126217_MCF2L"	0.00	0.00	1.00	0.00
"ENSG00000126218_F10"	2.00	2.00	0.00	4.00
"ENSG00000126226_PCID2"	555.00	512.00	505.00	574.00
"ENSG00000126231_PROZ"	0.00	1.00	0.00	0.00
"ENSG00000126233_SLURP1"	0.00	0.00	0.00	0.00
"ENSG00000126243_LRFN3"	182.00	203.00	155.00	222.00
"ENSG00000126246_IGFLR1"	13.95	10.56	5.34	6.91
"ENSG00000126247_CAPNS1"	3780.00	3741.00	3397.00	4244.00
"ENSG00000126249_PDCD2L"	88.00	79.00	74.31	85.82
"ENSG00000126251_GPR42"	0.00	0.00	0.00	0.00
"ENSG00000126254_RBM42"	767.00	705.00	635.00	818.00
"ENSG00000126259_KIRREL2"	1.00	0.00	1.00	1.00
"ENSG00000126261_UBA2"	1167.00	1125.00	1245.00	1268.00
"ENSG00000126262_FFAR2"	0.00	0.00	0.00	0.00
"ENSG00000126264_HCST"	0.00	1.00	1.00	2.00
"ENSG00000126266_FFAR1"	0.00	0.00	0.00	0.00
"ENSG00000126267_COX6B1"	704.00	624.00	639.00	763.00
"ENSG00000126337_KRT36"	0.00	1.00	0.00	0.00
"ENSG00000126351_THRA"	347.00	396.00	328.00	401.00
"ENSG00000126353_CCR7"	2.00	1.00	0.00	0.00
"ENSG00000126368_NR1D1"	81.00	82.00	128.00	202.00
"ENSG00000126391_FRMD8"	612.00	595.00	500.00	676.00
"ENSG00000126432_PRDX5"	1571.00	1338.00	1295.00	1760.00
"ENSG00000126453_BCL2L12"	197.00	192.00	172.00	186.00
"ENSG00000126456_IRF3"	434.00	337.00	350.00	399.00
"ENSG00000126457_PRMT1"	1493.00	1292.63	1301.00	1470.71
"ENSG00000126458_RRAS"	923.00	872.00	825.00	970.00
"ENSG00000126460_PRRG2"	11.00	10.00	11.00	16.00
"ENSG00000126461_SCAF1"	937.00	779.00	737.00	965.00
"ENSG00000126464_PRR12"	402.00	408.00	329.00	465.00
"ENSG00000126467_TSKS"	0.00	0.00	0.00	1.00
"ENSG00000126500_FLRT1"	7.00	2.00	8.00	8.00
"ENSG00000126522_ASL"	492.00	373.88	418.00	507.10
"ENSG00000126524_SBDS"	1390.00	1225.00	1312.00	1367.00
"ENSG00000126545_CSN1S1"	0.00	0.00	0.00	0.00
"ENSG00000126549_STATH"	0.00	0.00	0.00	0.00
"ENSG00000126550_HTN1"	1.00	0.00	0.00	0.00
"ENSG00000126561_STAT5A"	269.36	223.83	224.00	322.47
"ENSG00000126562_WNK4"	128.00	110.00	109.00	133.00
"ENSG00000126581_BECN1"	1056.00	926.00	1086.00	1107.00
"ENSG00000126583_PRKCG"	0.00	0.00	1.00	0.00
"ENSG00000126602_TRAP1"	1065.00	1019.00	889.00	1063.00
"ENSG00000126603_GLIS2"	114.00	126.00	109.00	137.00
"ENSG00000126653_NSRP1"	349.00	349.00	386.00	400.00
"ENSG00000126698_DNAJC8"	1386.00	1277.00	1453.00	1599.00
"ENSG00000126705_AHDC1"	400.00	373.00	354.00	458.00
"ENSG00000126709_IFI6"	1911.00	429.00	920.00	865.00
"ENSG00000126733_DACH2"	0.00	1.00	0.00	0.00
"ENSG00000126746_ZNF384"	517.00	510.00	567.00	590.00
"ENSG00000126749_EMG1"	315.44	254.25	274.29	281.36
"ENSG00000126752_SSX1"	0.00	0.00	0.00	0.00
"ENSG00000126756_UXT"	315.00	348.00	389.00	381.00
"ENSG00000126759_CFP"	11.00	6.00	12.00	20.00
"ENSG00000126767_ELK1"	345.00	296.00	300.00	365.00
"ENSG00000126768_TIMM17B"	235.00	183.00	157.00	215.00
"ENSG00000126773_PCNX4"	724.00	600.00	781.00	812.00
"ENSG00000126775_ATG14"	269.00	225.00	248.00	277.00
"ENSG00000126777_KTN1"	3278.00	3117.00	3321.00	3581.00
"ENSG00000126778_SIX1"	15.00	27.00	29.00	19.00
"ENSG00000126785_RHOJ"	2610.00	2989.00	3164.00	3427.00
"ENSG00000126787_DLGAP5"	399.00	537.00	529.00	498.00
"ENSG00000126790_L3HYPDH"	181.00	164.00	161.00	184.00
"ENSG00000126803_HSPA2"	20.00	21.00	22.00	28.00
"ENSG00000126804_ZBTB1"	375.00	347.00	385.00	432.00
"ENSG00000126814_TRMT5"	240.00	229.00	251.00	284.00
"ENSG00000126821_SGPP1"	293.00	230.00	277.00	293.00
"ENSG00000126822_PLEKHG3"	126.00	122.00	111.00	128.00
"ENSG00000126838_PZP"	1.00	4.00	5.00	2.00
"ENSG00000126856_PRDM7"	0.00	0.00	0.00	0.00
"ENSG00000126858_RHOT1"	381.00	364.00	386.00	448.00
"ENSG00000126860_EVI2A"	19.00	16.00	16.37	26.00
"ENSG00000126861_OMG"	6.00	5.00	2.00	6.00
"ENSG00000126870_WDR60"	116.00	119.00	108.00	120.00
"ENSG00000126878_AIF1L"	445.00	499.00	444.00	649.00
"ENSG00000126882_FAM78A"	155.00	222.00	161.00	215.00
"ENSG00000126883_NUP214"	733.00	658.00	696.00	891.00
"ENSG00000126890_CTAG2"	0.00	0.00	0.00	0.00
"ENSG00000126895_AVPR2"	1.00	0.00	1.00	0.00
"ENSG00000126903_SLC10A3"	321.00	292.00	315.00	354.00
"ENSG00000126934_MAP2K2"	1331.98	1297.00	1099.99	1482.99
"ENSG00000126945_HNRNPH2"	1275.00	1063.23	1106.00	1271.00
"ENSG00000126947_ARMCX1"	696.00	479.00	556.00	635.00
"ENSG00000126950_TMEM35A"	78.00	117.00	108.00	122.00
"ENSG00000126952_NXF5"	0.00	0.00	0.00	0.00
"ENSG00000126953_TIMM8A"	89.00	82.00	89.00	97.00
"ENSG00000126970_ZC4H2"	97.00	95.00	106.00	136.00
"ENSG00000127022_CANX"	10113.00	8843.00	9335.00	10021.00
"ENSG00000127054_INTS11"	1055.00	911.00	791.00	1058.00
"ENSG00000127074_RGS13"	0.00	0.00	0.00	0.00
"ENSG00000127080_IPPK"	273.00	259.00	226.00	242.00
"ENSG00000127081_ZNF484"	63.00	41.00	64.00	57.00
"ENSG00000127083_OMD"	1.00	0.00	0.00	0.00
"ENSG00000127084_FGD3"	0.00	0.00	0.00	0.00
"ENSG00000127124_HIVEP3"	64.00	55.00	44.00	69.00
"ENSG00000127125_PPCS"	338.00	312.00	356.00	404.00
"ENSG00000127129_EDN2"	2.00	1.00	1.00	0.00
"ENSG00000127152_BCL11B"	1.00	1.00	1.00	1.00
"ENSG00000127184_COX7C"	1737.00	1783.00	1988.00	2053.00
"ENSG00000127191_TRAF2"	220.00	163.00	171.00	232.00
"ENSG00000127220_ABHD8"	64.00	71.00	63.00	85.00
"ENSG00000127241_MASP1"	0.00	2.00	2.00	2.00
"ENSG00000127249_ATP13A4"	0.00	0.00	0.00	0.00
"ENSG00000127252_HRASLS"	7.00	2.00	6.00	6.00
"ENSG00000127311_HELB"	28.00	20.00	18.00	25.00
"ENSG00000127314_RAP1B"	3167.69	2606.76	3148.95	3242.73
"ENSG00000127318_IL22"	0.00	0.00	0.00	0.00
"ENSG00000127324_TSPAN8"	3.00	4.00	7.00	2.00
"ENSG00000127325_BEST3"	3.00	2.00	6.00	4.00
"ENSG00000127328_RAB3IP"	263.00	262.00	273.00	320.00
"ENSG00000127329_PTPRB"	3330.00	3087.00	3494.00	3867.00
"ENSG00000127334_DYRK2"	192.00	163.00	151.00	212.00
"ENSG00000127337_YEATS4"	155.00	122.00	145.00	150.00
"ENSG00000127362_TAS2R3"	0.00	0.00	0.00	2.00
"ENSG00000127364_TAS2R4"	1.00	1.00	1.00	0.00
"ENSG00000127366_TAS2R5"	2.00	2.00	1.00	2.00
"ENSG00000127377_CRYGN"	0.00	0.00	0.00	1.00
"ENSG00000127399_LRRC61"	9.00	7.00	4.00	8.00
"ENSG00000127412_TRPV5"	0.00	0.00	0.00	0.00
"ENSG00000127415_IDUA"	142.00	118.00	131.00	134.00
"ENSG00000127418_FGFRL1"	405.00	344.00	304.00	396.00
"ENSG00000127419_TMEM175"	143.00	129.00	130.00	143.00
"ENSG00000127423_AUNIP"	29.84	22.81	30.14	23.84
"ENSG00000127445_PIN1"	473.00	471.00	421.00	546.00
"ENSG00000127452_FBXL12"	154.00	139.00	149.00	176.00
"ENSG00000127463_EMC1"	1853.00	1527.00	1690.00	1929.00
"ENSG00000127472_PLA2G5"	2.00	2.00	3.00	2.00
"ENSG00000127481_UBR4"	2481.68	2133.92	2520.86	3229.78
"ENSG00000127483_HP1BP3"	1948.00	1795.00	2114.00	2206.00
"ENSG00000127507_ADGRE2"	0.00	0.00	0.00	0.00
"ENSG00000127511_SIN3B"	1009.00	831.00	897.00	982.00
"ENSG00000127515_OR7A10"	0.00	1.00	0.00	0.00
